263.7988586426,265.1009216309,,365.037666667,0.2773379771
273.3330993652,274.7031555176,,376.469333333,0.2739565347
265.8284912109,267.0133666992,,386.584,0.3123655112
265.2508544922,266.4161071777,,384.966655914,0.3109770667
265.7813720703,266.9862976074,,365.307924731,0.2724456436
256.8069458008,258.2015075684,,368.367655914,0.3028515352
257.5304870605,258.918548584,,376.661,0.3162804563
255.270401001,256.5986633301,,381.112580645,0.3301968658
268.3885803223,269.5723266602,,381.496333333,0.2964845088
271.668182373,272.8708190918,,373.004870968,0.2716765825
277.318572998,278.5584106445,,370.098634409,0.2506900939
279.5917358398,280.7940673828,,376.797,0.2579778081
269.4550476074,270.8305969238,,387.798709677,0.3051677561
291.4958190918,292.8193664551,,378.269666667,0.2293967908
275.9671325684,277.1281738281,,369.660967742,0.2534588267
278.0591125488,279.2551574707,,369.073043011,0.2466014037
281.9981079102,283.2216491699,,365.700494624,0.2288823448
275.784942627,276.952545166,,369.277333333,0.2531766298
273.9399414063,275.0958557129,,368.412946237,0.2564323697
276.1199645996,277.291595459,,367.878064516,0.249425309
266.063659668,267.3349914551,,377.327849462,0.2948740464
263.9596557617,265.2001953125,,379.980021505,0.3053328048
261.7924804688,263.0281982422,,372.723548387,0.2976229122
259.8083190918,261.0561828613,,380.57627957,0.3173291846
263.49609375,264.7102050781,,388.773225806,0.3222370362
258.7711486816,260.0321350098,,389.347053763,0.3353714991
256.745880127,258.0206298828,,386.91,0.3364196321
257.8800964355,259.1540222168,,379.079526882,0.3197203274
259.2717590332,260.5329589844,,381.201666667,0.3198567013
260.2538146973,261.5813598633,,389.157483871,0.3312378009
258.1475219727,259.4407958984,,391.833225806,0.3411801119
255.5116577148,256.7954406738,,385.971752688,0.3380042557
255.4365081787,256.7112731934,,378.248268817,0.3246855855
255.6553955078,256.9097595215,,377.437666667,0.3226553201
254.6180267334,255.8513031006,,379.718,0.3294549462
252.4756317139,253.634552002,,384.22516129,0.3428966732
253.2743835449,254.4127044678,,387.456333333,0.3463150251
251.3056488037,252.3966369629,,391.536333333,0.3581549721
258.0493164063,258.9356384277,,381.235483871,0.3231235619
261.1233520508,262.0273742676,,376.228,0.3059438637
258.8336486816,259.7114257813,,376.265483871,0.312098346
260.9960327148,261.8976745605,,369.498387097,0.2936477077
260.3612365723,261.2467651367,,370.694,0.2976383848
266.6872253418,267.5576782227,,368.213870968,0.2757273792
253.5247955322,254.5153198242,,362.733505376,0.3010714704
254.2168579102,255.1844787598,,360.871043011,0.2955465316
249.9871368408,250.9112091064,,357.048322581,0.2998506896
247.669418335,248.5765533447,,355.741526882,0.3037939076
247.7838745117,248.673538208,,354.602731183,0.3012352903
247.8506164551,248.6884918213,,348.710967742,0.28923768
253.8599395752,254.517578125,,343.79411828,0.2615931278
253.8183746338,254.4433135986,,339.886365591,0.2532257827
254.2737121582,254.8603210449,,320.451215054,0.2065135028
253.3479919434,253.9240264893,,321.699946237,0.2124711399
253.7595977783,254.2985076904,,326.950774194,0.2238599269
256.5162658691,257.0570373535,,316.607795699,0.1897980108
257.1516418457,257.7295837402,,305.481215054,0.1582080037
254.5184173584,255.036895752,,302.190505376,0.1577550822
249.5840911865,250.0242156982,,297.384193548,0.1607351816
246.5343780518,246.9991760254,,295.270333333,0.1650553739
246.9898529053,247.4331970215,,294.995806452,0.1627343593
245.7144622803,246.11328125,,295.491322581,0.1684545585
261.0414123535,261.4762268066,,289.373698925,0.0979089899
260.308380127,260.6994934082,,290.36483871,0.1035127349
258.6564331055,259.0180969238,,284.551,0.0910014967
252.0813293457,252.2608184814,,283.125,0.1096465189
252.7203521729,252.8733978271,,275.387931034,0.0823114462
257.2288208008,257.3905944824,,267.825333333,0.039565012
256.1711425781,256.1782836914,,271.402962963,0.056122528
256.9478149414,256.9099731445,,271.802608696,0.0546528741
258.1166687012,258.1709899902,,269.682380952,0.0428864215
258.9662475586,259.2871704102,,265.791111111,0.0256775463
259.0582885742,259.3448791504,,265.339,0.0236705174
255.0306854248,255.0431213379,,256.471666667,0.0056184812
253.9808959961,254.0140380859,,249.134075269,0.019454668
254.4868011475,254.5076751709,,248.667548387,0.0234017378
257.5032348633,257.5431213379,,247.163064516,0.0418354189
258.1974487305,258.1394958496,,250.266634409,0.0316894593
257.1192932129,256.9965820313,,246.569731183,0.0427853086
256.9051818848,256.7423400879,,248.039150538,0.0357444836
258.3661193848,258.2371826172,,244.329602151,0.0574491061
258.2077941895,258.0166015625,,243.621548387,0.0598725601
258.407623291,258.1840209961,,240.387096774,0.0749646165
258.1597290039,257.8828735352,,243.578784946,0.0598613055
258.7327270508,258.4673461914,,242.982473118,0.0648205351
259.5256652832,259.2424316406,,242.57116129,0.0698949698
254.9801635742,254.5124816895,,240.385774194,0.0607123671
253.6984558105,253.2282867432,,241.545866667,0.0503117247
253.5707092285,253.0755462646,,243.083387097,0.0431428995
255.7234954834,255.2085113525,,241.500623656,0.0588937271
258.5571289063,258.0466003418,,244.782333333,0.0562736509
261.1260070801,260.504699707,,236.027096774,0.1063391053
273.1976928711,272.5658874512,,237.918,0.1482850935
273.3788757324,272.6692504883,,235.820645161,0.1592660835
274.1546630859,273.4672241211,,236.587333333,0.1587884238
268.7871704102,268.1259765625,,240.091849462,0.119518097
266.269317627,265.5762939453,,235.361333333,0.1313214191
264.3363647461,263.6787109375,,231.927849462,0.139735333
261.858581543,261.1049194336,,234.136333333,0.1184021626
260.9237670898,260.1274108887,,232.633571429,0.1216083968
258.3078918457,257.4444885254,,235.263321839,0.0979522427
246.804107666,245.796661377,,231.451666667,0.0663310886
260.9764099121,259.9718322754,,233.813,0.1161757897
250.6930847168,249.6342315674,,237.638,0.0549368565
260.6815185547,259.5417785645,,235.285666667,0.1079362472
262.5550842285,261.4009399414,,227.351689655,0.154841139
265.826171875,264.6929321289,,223.739344828,0.1881065088
267.6264953613,266.3893737793,,229.789,0.1646619088
271.3315429688,270.162322998,,231.716333333,0.1709642521
266.5748291016,265.299041748,,228.287931034,0.167713194
273.8093261719,272.5041503906,,227.803666667,0.2019531124
277.6855773926,276.3997802734,,226.111,0.2280940662
275.9392089844,274.6124572754,,231.980645161,0.1894923768
271.6651000977,270.2870483398,,239.829333333,0.1327434235
272.223236084,270.8208618164,,235.162,0.1575987451
272.8541259766,271.4294128418,,249.183548387,0.0949925376
269.383972168,267.8706054688,,257.787333333,0.0449852934
270.6044616699,269.1534729004,,267.284666667,0.0124204469
270.6548461914,269.0998840332,,264.810333333,0.0220705619
268.4096679688,266.8156433105,,273.831387097,0.0197994802
269.3070678711,267.6883544922,,273.062,0.0137512072
268.908203125,267.2672119141,,278.110333333,0.0330880557
268.6773071289,267.0741271973,,273.394602151,0.0172545287
266.9204101563,265.272064209,,269.190075269,0.0084314591
267.2986755371,265.6499328613,,286.247333333,0.0661968011
271.2074584961,269.521270752,,275.392741935,0.0151975081
269.6142578125,267.8599243164,,291.257247312,0.0743088445
273.3441772461,271.6540222168,,290.856,0.0602078787
271.2194824219,269.4112243652,,291.173333333,0.0685291152
271.9131469727,270.1201477051,,289.586032258,0.0610280998
277.5461425781,275.7851867676,,293.862666667,0.0555243178
277.7926635742,275.8701171875,,293.033473118,0.052010473
273.8657531738,271.8976135254,,306.150333333,0.1054533562
276.2431945801,274.2395629883,,308.924709677,0.1057911979
275.4695739746,273.4662475586,,317.983182796,0.1336976643
281.0016174316,279.059967041,,323.606666667,0.1316568959
274.9177246094,272.905456543,,329.959741935,0.1668143423
263.945098877,262.1223144531,,321.70372043,0.1795397998
275.7730407715,273.6381835938,,327.627,0.1582713245
275.1058654785,272.9571838379,,335.533333333,0.1800937846
275.4725646973,273.3562011719,,336.094193548,0.1803709496
276.0734558105,273.9360656738,,346.799612903,0.2039395503
294.7868041992,292.9090576172,,355.08288172,0.1698084606
278.8583679199,276.756652832,,355.387666667,0.2153403337
275.9851379395,277.4169006348,,354.062075269,0.2205176515
265.1857910156,266.4925537109,,353.464537634,0.2497527679
265.4948425293,266.7004394531,,359.676333333,0.2618506754
257.3057556152,258.7594909668,,367.412333333,0.2996812239
255.9844665527,257.4257202148,,370.912903226,0.3098528945
267.7585144043,269.043548584,,368.440333333,0.2732649219
294.3094177246,295.7884521484,,369.493666667,0.2034791276
268.3493041992,269.5788879395,,366.899333333,0.2686023663
266.7172241211,267.9540100098,,368.972451613,0.2771351277
269.3882446289,270.6706542969,,371.351946237,0.2745743025
268.4494934082,269.6867370605,,372.846666667,0.2800002859
272.982421875,274.1888427734,,377.555,0.2769730983
271.5699157715,272.7662353516,,375.271,0.2763365254
270.089263916,271.2684936523,,372.941333333,0.27578619
273.0665893555,274.2490844727,,368.923225806,0.2598281424
278.8938903809,280.1231079102,,360.457763441,0.2262785861
275.550567627,276.7407836914,,351.749333333,0.2166280316
278.2761230469,279.489440918,,353.232354839,0.2122009232
276.8903198242,278.040222168,,359.973,0.2308025329
279.0848388672,280.2492370605,,358.76588172,0.2220976044
267.6369934082,268.9059448242,,360.354709677,0.2572956972
263.9601135254,265.2086486816,,369.733,0.286079107
263.5426635742,264.7902832031,,365.704053763,0.2793553671
265.0896911621,266.3731689453,,374.924344086,0.2929515105
265.708190918,266.9982910156,,378.389333333,0.2977915403
261.0493774414,262.3004455566,,381.952333333,0.3165393829
258.7660522461,260.0317993164,,378.309236559,0.3159933006
256.5931396484,257.8555908203,,377.308892473,0.3199387961
258.497833252,259.7568359375,,373.015,0.3070041868
258.5085144043,259.7536010742,,378.887741935,0.3177173981
256.7509765625,257.9651184082,,384.34,0.3319691508
254.5717468262,255.7547607422,,384.342537634,0.3376435812
257.8604125977,259.1170043945,,389.625451613,0.3381838596
257.0516052246,258.2732543945,,386.671,0.3352188159
255.8065948486,257.0049743652,,389.038645161,0.3424648219
257.9921875,259.1539306641,,388.818516129,0.3364714467
256.9883422852,258.1484069824,,380.789698925,0.3251173994
256.8399658203,257.9841918945,,379.735666667,0.323634864
251.9816131592,252.471786499,,370.231602151,0.3193946392
251.7227325439,252.1789398193,,368.144688172,0.3162396725
250.2653808594,250.6092224121,,365.960666667,0.3161413134
250.7297821045,251.0275115967,,363.888666667,0.3109711704
250.7202758789,250.9877471924,,360.821612903,0.3051406376
251.6838684082,252.071685791,,358.966,0.2988643258
249.5597839355,249.9075927734,,351.465333333,0.2899448103
249.5201263428,249.8399963379,,354.660645161,0.2964538644
255.8386077881,256.2614746094,,349.122,0.2671942536
254.9879760742,255.3673400879,,344.158462366,0.2590971777
254.9523010254,255.3002471924,,337.269172043,0.2440687671
258.2871704102,258.6624755859,,336.599333333,0.2326569163
258.5696105957,258.9157104492,,336.187666667,0.230877167
258.5347900391,258.8453063965,,328.263870968,0.2124177745
258.951171875,259.2517089844,,315.225333333,0.1785204281
257.9645996094,258.2069091797,,315.499333333,0.1823608726
257.9297485352,258.1364440918,,314.587666667,0.1801021595
259.6053771973,259.8085021973,,308.516612903,0.1585367972
259.1198730469,259.2847595215,,296.420333333,0.1258363752
259.0850524902,259.2142944336,,297.262193548,0.1284291844
259.677520752,259.7800598145,,295.497333333,0.1212187338
259.5401306152,259.6117858887,,299.659333333,0.133882707
259.7399902344,259.7791137695,,293.613537634,0.1153677983
256.3653564453,256.2570800781,,290.217548387,0.1166441937
257.825012207,257.6877746582,,287.357333333,0.1027721158
